X,Y,OBJECTID,Type,Name_Full,Name_Line1,Name_Line2,STATUS,ODE_Institution_ID,ODE_ELD_License_No,DHS_OHA_Alt_ID,Site_Address_Line1,Site_Address_Line2,Site_City,Site_State,Site_Zipcode,Site_Zipcode_Plus4,Mail_Address_Line1,Mail_Address_Line2,Mail_City,Mail_State,Mail_Zipcode,Mail_Zipcode_Plus4,Phone,Phone_Fax,Email,Website,Parent_Institution_Name,Grade_Lowest_NS12,Grade_Highest_NS12,Beginning_Age_In_Months,End_Age_In_Years,Early_Learning_HUB_Name,County_Name,County_FIPS_Code,DHS_CW_District_Number,FlashAlert_Region,SBHC_Name,JoinId,POINT_X,POINT_Y,cSteward,effDate,Review_Date,Review_Staff_Name,Review_Method
-13662963.0557,5527036.0402,6331,Child Care Center,Family Tree Relief Nursery - Sweet Home,Family Tree Relief Nursery - Sweet Home,,Active,,CC504214,,415 Holley Rd,,Sweet Home,OR,97386,1367,PO Box 844,,Albany,OR,97321,,916-607-2958,,agreiner@familytreern.org,,,,,24,5,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC504214,-122.736485393,44.3966805630001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,cadastral
-13705010.4813,5560790.8137,6332,Child Care Center,Growing Leaders ELC,Growing Leaders ELC,,Active,,CC503880,,1054 29th Ave SW,,Albany,OR,97321,3416,3201 Pacific Blvd SW,,Albany,OR,97321,,541-918-2601,,elcdirector@ymcaalbany.org,,,,,36,5,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC503880,-123.114203844,44.6129372080001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13700219.1052,5563795.5322,6333,Child Care Center,Hope Learning Center,Hope Learning Center,,Active,,CC504248,,2817 Santiam Hwy SE,,Albany,OR,97321,5254,2817 Santiam Hwy SE,,Albany,OR,97321,5254,541-967-4673,,victoria@hope.church,,,,,1,5,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC504248,-123.07116218,44.6321486470001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13704114.9045,5563195.488,6334,Child Care Center,Kidco Early Head Start-12th St,Kidco Early Head Start-12th St,,Active,,CC504332,,325 SW Pacific Blvd,,Albany,OR,97321,2539,300 Market St Ste 200,,Lebanon,OR,97355,,111-111-1111,,,,,,,1,3,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC504332,-123.10615874,44.6283126180001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13699349.0415,5564194.3219,6335,Family Child Care Home,"Bailey, Austan L'Jean","Bailey, Austan L'Jean",,Active,,RF538225,,3223 Franklin Ave SE,,Albany,OR,97322,5224,3223 Franklin Ave SE,,Albany,OR,97322,5224,541-497-4958,,austanbailey@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF538225,-123.063346265,44.634697933,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13680935.1879,5548266.6033,6336,Family Child Care Home,"Barajas Ledezma, Celeste Ana Karen","Barajas Ledezma, Celeste Ana Karen",,Active,,RF537872,,673 E Milton St,,Lebanon,OR,97355,4044,673 E Milton St,,Lebanon,OR,97355,4044,503-689-0507,,cceleste6307@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF537872,-122.897931803,44.532791983,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,cadastral
-13683631.5728,5548710.8764,6337,Family Child Care Home,"Branch, Emelye Kay","Branch, Emelye Kay",,Active,,RF537985,,1047 B Loop,,Lebanon,OR,97355,1288,1047 B Loop,,Lebanon,OR,97355,1288,541-961-8559,,emmyslilnuggets@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF537985,-122.922153841,44.5356368750001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13700670.4484,5561492.4029,6338,Family Child Care Home,"Buhl, Amber Renee","Buhl, Amber Renee",,Active,,RF057375,,2484 25th Ave SE,,Albany,OR,97322,5707,2484 25th Ave SE,,Albany,OR,97322,5707,971-600-4293,,kyleebug05@aol.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF057375,-123.075216665,44.617423568,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13633886.8473,5581726.1382,6339,Family Child Care Home,"Fry, Haley Erin","Fry, Haley Erin",,Active,,RF536951,,1138 SE 2nd Ave,,Mill City,OR,97360,2604,1138 SE 2nd Ave,,Mill City,OR,97360,2604,503-400-8630,,canyonkidschildcare@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF536951,-122.475289369,44.7466604100001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13688216.1898,5563872.651,6340,Family Child Care Home,"Kemry, Sydney Marie","Kemry, Sydney Marie",,Active,,RF538206,,36155 Paradise Ln SE,,Albany,OR,97322,9764,36155 Paradise Ln SE,,Albany,OR,97322,9764,503-707-6130,,sydneykemry@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF538206,-122.963338156,44.6326416420001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,"bing maps, cadastral"
-13698992.1836,5566613.9959,6341,Family Child Care Home,"Korkow, Misty Ann","Korkow, Misty Ann",,Active,,RF538347,,3448 Adah Ave NE,,Albany,OR,97322,1954,3448 Adah Ave NE,,Albany,OR,97322,1954,503-409-1954,,ladykorkow@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF538347,-123.060140556,44.650163439,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13699837.9149,5565764.9353,6342,Family Child Care Home,"Martin, Becky Anna","Martin, Becky Anna",,Active,,RF538274,,640 Fir St NE,,Albany,OR,97321,4513,640 Fir St NE,,Albany,OR,97321,4513,503-354-7066,,sprecky15@comcast.net,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF538274,-123.067737889,44.6447370820001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13699430.6278,5561508.7902,6343,Family Child Care Home,"McElroy, Shaila Nicole","McElroy, Shaila Nicole",,Active,,RF538138,,2510 Mount Vernon St SE,,Albany,OR,97322,8898,2510 Mount Vernon St SE,,Albany,OR,97322,8898,541-971-2412,,clevercutieschildcare@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF538138,-123.064079167,44.6175283530001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13699300.1243,5560967.2249,6344,Family Child Care Home,"Misamore, Kimberlyn Michelle","Misamore, Kimberlyn Michelle",,Active,,RF537924,,3165 30th Ct SE,,Albany,OR,97322,8887,3165 30th Ct SE,,Albany,OR,97322,8887,530-363-4269,,kimberlyn_misamore@yahoo.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF537924,-123.062906834,44.6140653140001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13655195.4971,5525814.681,6345,Family Child Care Home,"Schiedler, Heather Ann","Schiedler, Heather Ann",,Active,,RF537193,,547 50th Ave,,Sweet Home,OR,97386,3206,547 50th Ave,,Sweet Home,OR,97386,3206,503-989-8787,,heather.usrey@yahoo.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF537193,-122.666708227,44.388840644,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,cadastral
-13696930.7101,5566839.3865,6346,Family Child Care Home,"Sublette, Alisa Aileen","Sublette, Alisa Aileen",,Active,,RF537200,,4454 Bounty Pl NE,,Albany,OR,97322,4629,4454 Bounty Pl NE,,Albany,OR,97322,4629,406-694-9578,,alisasublette@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF537200,-123.041622024,44.6516038280001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13683305.3638,5545764.7192,6347,Family Child Care Home,"Turner, Kayren Barbara","Turner, Kayren Barbara",,Active,,RF536377,,2925 S 10th St,,Lebanon,OR,97355,1013,2925 S 10th St,,Lebanon,OR,97355,1013,541-401-8631,,littleexplorerslebanon@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF536377,-122.919223456,44.516768631,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13701246.5501,5561887.0569,6348,Family Child Care Home,"Warden, Christina Marie","Warden, Christina Marie",,Active,,RF537474,,2223 Chicago Ct SE,,Albany,OR,97322,5463,2223 Chicago Ct SE,,Albany,OR,97322,5463,541-971-5590,,tinastinytots2021@gmail.com,,,,,,,"Early Learning Hub of Linn, Benton & Lincoln Counties",LINN,,,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF537474,-123.080391874,44.619947057,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13055486.1163,5464839.048,6349,Certified Family Child Care,Little Munchkins Daycare,Little Munchkins Daycare,,Active,,CF504164,,4130 Greenfield Rd,,Vale,OR,97918,5366,4130 Greenfield Rd,,Vale,OR,97918,5366,541-212-3400,,halieghtaylor17@gmail.com,,,,,1,12,Eastern Oregon Community Based Services Hub,MALHEUR,,,Bend/Central-Eastern Oregon,,CF504164,-117.279427199,43.996102448,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13026067.6314,5470823.8551,6350,Certified Family Child Care,The Children's Place DayCare,The Children's Place DayCare,,Active,,CF504009,,3362 NW 7th Ave,,Ontario,OR,97914,1257,PO BOX 514,,Ontario,OR,97914,,541-216-0894,,lizbethrojas@rocketmail.com,,,,,1,13,Eastern Oregon Community Based Services Hub,MALHEUR,,,Bend/Central-Eastern Oregon,,CF504009,-117.015156453,44.034765845,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,"google maps, malheur county online map"
-13022390.7835,5468598.9613,6351,Child Care Center,Giggles & Grace ELC B,Giggles & Grace ELC B,,Active,,CC503986,,842 Alameda Dr,,Ontario,OR,97914,3235,842 Alameda Dr,,Ontario,OR,97914,3235,541-889-6141,,gigglegraceoffice@gmail.com,,,,,36,12,Eastern Oregon Community Based Services Hub,MALHEUR,,,Bend/Central-Eastern Oregon,,CC503986,-116.982126766,44.020395401,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13022852.6657,5468759.9522,6352,Child Care Center,Malheur County Child Development Center - Ontario Central,Malheur County Child Development Center - Ontario Central,,Active,,CC002103,,790 SW 7th Pl,,Ontario,OR,97914,3261,790 SW 7th Pl,,Ontario,OR,97914,3261,541-889-2393,,bmcclure@mccdc.org,,,,,36,5,Eastern Oregon Community Based Services Hub,MALHEUR,,,Bend/Central-Eastern Oregon,,CC002103,-116.986275924,44.0214353480001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13020153.9573,5468286.2926,6353,Child Care Center,"Wiggles and Giggles Childcare, LLC","Wiggles and Giggles Childcare, LLC",,Active,,CC503874,,109 SE 9th Ave,,Ontario,OR,97914,3623,109 SE 9th Ave,,Ontario,OR,97914,3623,541-889-5526,,wigglesandgigglescare@gmail.com,,,,,3,10,Eastern Oregon Community Based Services Hub,MALHEUR,,,Bend/Central-Eastern Oregon,,CC503874,-116.962033014,44.018375615,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13668788.3562,5591083.4903,6354,Certified Family Child Care,Ali's Daycare,Ali's Daycare,,Temporary,,CF504185,,1588 N 6th Ave,,Stayton,OR,97383,1310,1588 N 6th Ave,,Stayton,OR,97383,1310,503-765-0128,,alicynramirez59@gmail.com,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504185,-122.788814958,44.806330164,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13696529.5192,5620456.511,6355,Certified Family Child Care,Bailey Mays Daycare,Bailey Mays Daycare,,Active,,CF503721,,844 Dearborn Ave N,,Keizer,OR,97303,6324,844 Dearborn Ave N,,Keizer,OR,97303,6324,541-619-7687,,baileymaysdaycare@outlook.com,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503721,-123.038018065,44.993234827,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13673773.2346,5656621.1929,6356,Certified Family Child Care,BellaÆs Daycare,BellaÆs Daycare,,Temporary,,CF504306,,11010 Rees St NE,,Donald,OR,97020,8702,11010 Rees St NE,,Donald,OR,97020,8702,503-766-8210,,bellamartinez338@gmail.com,,,,,6,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504306,-122.833594882,45.222521242,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13668419.9708,5624428.5557,6357,Certified Family Child Care,Bryann's Bright Beginnings,Bryann's Bright Beginnings,,Active,,CF503974,,312 Jefferson St,,Silverton,OR,97381,1111,312 Jefferson St,,Silverton,OR,97381,1111,971-600-7797,,bryannb5523@gmail.com,,,,,24,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503974,-122.785505695,45.0184628700001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13696944.0538,5610876.964,6358,Certified Family Child Care,Cloud Nine Childcare,Cloud Nine Childcare,,Active,,CF503958,,435 Kearney St SE,,Salem,OR,97302,4135,435 Kearney St SE,,Salem,OR,97302,4135,503-508-7881,,yourdaydreams@gmail.com,,,,,2,4,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503958,-123.041741893,44.9323455850001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,"google maps, cadastral"
-13696904.5874,5610990.8153,6359,Certified Family Child Care,Day Dreams,Day Dreams,,Active,,CF503960,,465 Mission St SE,,Salem,OR,97302,6216,465 Mission St SE,,Salem,OR,97302,6216,503-508-7881,,yourdaydreams@gmail.com,,,,,12,4,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503960,-123.04138736,44.9330696230001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13691801.7509,5616902.9644,6360,Certified Family Child Care,Diaz Early Head Start LLC,Diaz Early Head Start LLC,,Active,,CF504231,,3495 Robert Ave NE,,Salem,OR,97301,7724,3495 Robert Ave NE,,Salem,OR,97301,7724,971-719-7045,,Tv.provider@mwvcaa.org,,,,,1,13,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504231,-122.9955478,44.9706554160001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13676563.6815,5642598.4185,6361,Certified Family Child Care,Dora's Daycare,Dora's Daycare,,Active,,CF504196,,1044 Roy Ave,,Woodburn,OR,97071,,1044 Roy Ave,,Woodburn,OR,97071,,503-989-0176,,doramendoza31@yahoo.com,,,,,4,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504196,-122.858661893,45.133725273,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13688221.3032,5612372.3106,6362,Certified Family Child Care,Gloria's Childcare,Gloria's Childcare,,Active,,CF504146,,912 Chickadee Ct NE,,Salem,OR,97301,,912 Chickadee Ct NE,,Salem,OR,97301,,971-239-6283,,1984.GP60@gmail.com,,,,,2,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504146,-122.963384091,44.941854521,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13688214.2172,5621328.1245,6363,Certified Family Child Care,Itamar Aguirre,Itamar Aguirre,,Active,,CF504147,,4882 Astronaut Ave NE,,Salem,OR,97305,4143,4882 Astronaut Ave NE,,Salem,OR,97305,4143,503-990-5661,,Itamaraguirre@gmail.com,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504147,-122.963320436,44.9987717440001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,assessor's records
-13681148.4831,5639517.3292,6364,Certified Family Child Care,Juanas Daycare Gervais,Juanas Daycare Gervais,,Temporary,,CF504240,,877 Lantana LN NE,,Gervais,OR,97026,9770,877 Lantana LN NE,,Gervais,OR,97026,9770,503-473-3577,,,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504240,-122.899847867,45.1141964340001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13694209.023,5620514.2588,6365,Certified Family Child Care,Kary's Home Daycare,Kary's Home Daycare,,Active,,CF504210,,1203 Dearborn Ave NE,,Keizer,OR,97303,3851,1203 Dearborn Ave NE,,Keizer,OR,97303,3851,323-741-9798,,karyshomedaycare@outlook.com,,,,,3,13,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504210,-123.017172693,44.993601686,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13694362.2727,5613576.1486,6366,Certified Family Child Care,Lamet's Treasures,Lamet's Treasures,,Active,,CF504251,,1340 Olive St NE,,Salem,OR,97301,,1340 Olive St NE,,Salem,OR,97301,,503-602-4393,,raeh76190@hotmail.com,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504251,-123.018549358,44.9495086040001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13688478.7617,5612275.867,6367,Certified Family Child Care,Laura Daycare,Laura Daycare,,Active,,CF504222,,828 Dove Ave NE,,Salem,OR,97301,3192,828 Dove Ave NE,,Salem,OR,97301,3192,503-999-8262,,lauraresendis82@gmail.com,,,,,1,9,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF504222,-122.96569688,44.9412412820001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13689821.7016,5620085.3644,6368,Certified Family Child Care,Little Wonders Academy LLC,Little Wonders Academy LLC,,Active,,CF503833,,4211 Marmot Ct NE,,Salem,OR,97305,239,4211 Marmot Ct NE,,Salem,OR,97305,239,503-779-4544,,littlewondersacademyllc@outlook.com,,,,,2,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503833,-122.977760714,44.990876959,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13689240.1327,5615248.4609,6369,Certified Family Child Care,Luna's Daycare,Luna's Daycare,,Active,,CF503715,,2586 Michael Dr NE,,Salem,OR,97305,2680,2586 Michael Dr NE,,Salem,OR,97305,2680,541-633-9748,,g_luna_luna@hotmail.com,,,,,6,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503715,-122.972536392,44.960139585,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,"google maps, assessor's records"
-13677360.0954,5642883.8483,6370,Certified Family Child Care,Many Mini Friends,Many Mini Friends,,Active,,CF503963,,1080 Kelowna Ct,,Woodburn,OR,97071,5551,1080 Kelowna Ct,,Woodburn,OR,97071,5551,503-951-3810,,mbusurkin@gmail.com,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503963,-122.865816201,45.135534072,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13688895.9017,5612593.9265,6371,Certified Family Child Care,Naty's Daycare,Naty's Daycare,,Active,,CF503917,,4633 Regal Dr,,Salem,OR,97301,2032,4633 Regal Dr,,Salem,OR,97301,2032,971-261-8757,,natys.daycare@gmail.com,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503917,-122.969444112,44.943263646,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,cadastral
-13678830.0434,5643912.1823,6372,Certified Family Child Care,One of a Kind Daycare,One of a Kind Daycare,,Active,,CF503989,,395 Harvard Dr,,Woodburn,OR,97071,4472,395 Harvard Dr,,Woodburn,OR,97071,4472,503-984-8612,,guzmanm87@gmail.com,,,,,6,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503989,-122.879020969,45.1420502570001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13699105.3929,5604775.8947,6373,Certified Family Child Care,Priceless Treasures - Ruby House,Priceless Treasures - Ruby House,,Active,,CF503651,,992 Leona Ln S,,Salem,OR,97302,6161,992 Leona Ln S,,Salem,OR,97302,6161,503-798-1202,,pawbear1998@gmail.com,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503651,-123.061157532,44.893532458,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,"google maps, cadastral"
-13692530.1469,5613886.1891,6374,Certified Family Child Care,Rainbow's Colors Daycare,Rainbow's Colors Daycare,,Active,,CF503702,,1860 Evergreen Ave NE,,Salem,OR,97301,,1860 Evergreen Ave NE,,Salem,OR,97301,,971-375-8303,,djohannab@hotmail.com,,,,,1,12,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF503702,-123.002091092,44.951479697,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
-13668750.843,5631552.6559,6375,Certified Family Child Care,Rose Cottage Montessori,Rose Cottage Montessori,,Active,,CF501352,,1170 Academy Rd,,Mount Angel,OR,97362,9766,1170 Academy Rd,,Mount Angel,OR,97362,9766,971-209-5819,,teri.therkelsen@gmail.com,,,,,36,6,"Marion & Polk Early Learning Hub, Inc.",MARION,,,"Portland - Longview to Salem, Astoria to The Dalles",,CF501352,-122.788477971,45.0636830440001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,conor flannigan,google maps
